Date,Article Title,Operative,City/Town,State/Provence,Country,Reference,NumberPeopleAffected,OutageDurationMinutes
8/12/2015,Power restored in Holt area after lines struck by crane,Bird,Holt,MI,United States,http://www.lansingstatejournal.com/story/news/local/2015/08/12/holt-area-power-outages/31523417/,874,145
8/11/2015,Buzzard sparks power outage on Northwest Side ,Bird,San Antonio,TX,United States,http://www.mysanantonio.com/news/local/article/Buzzard-sparks-power-outage-on-Northwest-Side-6437712.php,4000,54
8/10/2015,Frog causes power outage in Osceola County,Frog,Kissimmee,FL,United States,http://www.clickorlando.com/news/frog-causes-power-outage-in-osceola-county,2889,
8/9/2015,power outage in Flensburg: Short by Seagull,Bird,Flensburg,Schleswig-Holstein,Germany,http://www.shz.de/lokales/flensburger-tageblatt/stromausfall-in-flensburg-kurzschluss-durch-moewe-id10414741.html,100000,150
8/9/2015,Neighborhood Power Outage Caused By Squirrel ,Squirrel,North Fargo,SD,United States,http://www.valleynewslive.com/home/headlines/321176771.html,18,60
8/7/2015,Power restored around Lutheran Hospital campus ,Bird,Fort Wayne,IN,United States,http://wane.com/2015/08/07/lutheran-hospital-campus-loses-power/,60,150
8/6/2015,"Squirrel puts 5,000 without power ",Squirrel,Moosejaw,SK,Canada,"http://www.mjtimes.sk.ca/News/Local/2015-08-06/article-4238233/Squirrel-puts-5,000-without-power/1",5000,
8/4/2015,Power outage strikes Woonsocket ,Squirrel,Woonsocket,RI,United States,http://www.woonsocketcall.com/node/13581,6500,195
8/3/2015,Outage History,unknown,Santa Clara,CA,United States,http://www.siliconvalleypower.com/svp-and-community/outages-and-alerts/outages/outage-history,,
8/3/2015,A small animal caused a problem at a substation,Unknown,Bloomington,IL,United States,http://www.pantagraph.com/news/power-outage-reported-in-bloomington-area/article_427f3479-e35a-578a-bab8-55d142bae2b2.html,8000,0
8/3/2015,Errant squirrel causes Monday morning power outage downtown,Squirrel,Edmonds,WA,United States,http://myedmondsnews.com/2015/08/errant-squirrel-causes-monday-morning-power-outage-downtown/,376,80
7/31/2015,West Seattle power-outage update,Bird,West Seattle,WA,United States,http://westseattleblog.com/2015/07/west-seattle-power-outage-121-homesbusinesses/,121,337
7/30/2015,Power outage to nearly 12K WRECC customers,Snake,Bowling Green,KY,United States,http://www.bgdailynews.com/news/power-outage-to-nearly-k-wrecc-customers/article_56dd5d88-36b4-11e5-8ce4-d75219d930bc.html,11240,232
7/30/2015,Snake blamed for Golden Valley outage,Snake,Golden Valley,AZ,United States,http://kdminer.com/main.asp?SectionID=1&SubsectionID=1&ArticleID=66802,720,100
7/30/2015,Fatal finale to possum's pole dance,Possum,Grisborne,Grisborne,New Zealand,http://gisborneherald.co.nz/localnews/1868295-135/gisborne-switched-on-to-power-saves,35,30
7/29/2015,Hungry rat blamed for Sky problems in Tonbridge and Hadlow which caused 48 hours of hell,Rat,Tonbridge,,United Kingdom,http://www.courier.co.uk/Hungry-rat-blamed-Sky-problems-Tonbridge-Hadlow/story-27506757-detail/story.html,,1800
7/29/2015,Moggy's high-risk walk cuts power to thousands,Cat,Tauranga,,New Zealand,http://www.stuff.co.nz/waikato-times/70684413/moggys-highrisk-walk-cuts-power-to-thousands,10000,65
7/29/2015,"Bird hits transformer, causes grass fire and power outage",Bird,Roseburg,OR,United States,http://www.nrtoday.com/news/17465894-113/bird-hits-transformer-causes-grass-fire-and-power,302,60
7/28/2015,Two pigeons cause power outage,Bird,Grevenbroich,Rhine-Westphalia,Germany,http://www.rp-online.de/nrw/staedte/grevenbroich/zwei-tauben-verursachen-stromausfall-aid-1.5271105,,7
7/28/2015,"Snake to blame for more than 2,000 people without power",Snake,Horry County,SC,United States,http://www.wistv.com/story/29656150/snake-to-blame-for-more-than-2000-people-without-power,2005,150
7/28/2015,"Merced power outage affects 2,000 customers",Bird,Merced,CA,United States,http://www.mercedsunstar.com/news/local/article28866739.html,2000,
7/28/2015,"Large, empty bird's nest causes power outage in Noank",Bird,Noank,CT,United States,http://www.theday.com/article/20150727/NWS01/150729340,900,300
7/27/2015,Squirrel temporarily takes out city's surveillance cameras,Squirrel,Newark,DE,United States,http://www.newarkpostonline.com/news/article_a0b8bdfe-6f41-55d7-945f-4a4a561ee4ea.html,,
7/26/2015,Squirrel Causes Sunday Morning Power Outage in GI,Squirrel,Grand Island,NE,United States,http://www.nebraska.tv/story/29636017/squirrel-causes-sunday-morning-power-outage-in-gi,2400,30
7/23/2015,"Squirrel, broken equipment cause two power outages Thursday morning in Topeka http://t.co/71PFm7tLIp - Topeka KS",Squirrel,Topeka,KS,United States,http://m.cjonline.com/news/2015-07-23/squirrel-broken-equipment-cause-two-power-outages-thursday-morning-topeka#gsc.tab=0,2810,162
7/23/2015,North Macomb power outage caused by bird damaging equipment ,Bird,Macomb,MI,United States,http://www.macombdaily.com/general-news/20150723/north-macomb-power-outage-caused-by-bird-damaging-equipment,500,330
7/23/2015,"Squirrel, lightning cause outages in South Strand",Squirrel,South Strand,SC,United States,http://www.carolinalive.com/m/news/story?id=1234436,,
7/21/2015,"As many as 14,000 affected by brief power outage in Scarborough",Unknown,Toronto,ON,Canada,http://toronto.ctvnews.ca/as-many-as-14-000-affected-by-brief-power-outage-in-scarborough-1.2480006,14000,45
7/20/2015,"Squirrel in substation cuts power to more than 7,000 in Grand Rapids",Squirrel,Grand Rapids,MI,United States,http://www.mlive.com/news/grand-rapids/index.ssf/2015/07/squirrel_in_substation_cuts_po.html,7771,159
7/20/2015,"Bird knocks out power to 7,186 ",Bird,Texarkana,TX,United States,http://www.texarkanagazette.com/news/2015/07/19/bird-knocks-out-power-to-7-186-183769.php,7186,
7/18/2015,Ticket E64300803085407,Bird,Craftsbury,VT,United States,http://www.vermontelectric.coop/outage,80,1
7/17/2015,A crow was the cause of a power outage,Bird,Rock Hill,SC,United States,http://www.wbtv.com/story/29572770/crow-cause-of-power-outage-affecting-3000-rock-hill-customers,3000,
7/17/2015,Power restored after curious raccoon caused outage on Madison's west side,Raccoon,Madison,WI,United States,http://www.wkow.com/story/29559833/2015/07/15/curious-raccoon-causes-power-outage-on-madisons-west-side,2300,75
7/16/2015,A goose flew into a power line,Bird,Mankato,MN,United States,http://www.mankatofreepress.com/news/local_news/goose-causes-power-outage/article_8ff24ed4-2bc5-11e5-b9b5-ffef579e8b54.html,2743,30
7/15/2015,A slug enters the electrical cabinet: 40 private homes of current Combres,Slug,Beauzac,Haute-Loire,France,http://www.leprogres.fr/haute-loire/2015/07/16/une-limace-penetre-dans-le-coffret-electrique-40-foyers-prives-de-courant-a-combres,,1080
7/15/2015,Unlucky squirrel causes power outage in downtown Belfast,Squirrel,Belfast,ME,United States,http://waldo.villagesoup.com/p/unlucky-squirrel-causes-power-outage-in-downtown-belfast/1376705,975,25
7/15/2015,Goose at centre of teens detective work,Bird,Hawkes Bay,,New Zealand,http://m.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11480947,800,
7/14/2015,"Power outages caused by vehicle, eagle",Eagle,Ketchikan,AK,United States,http://www.krbd.org/2015/07/13/power-outages-caused-by-vehicle-eagle/,,152
7/14/2015,Squirrel causes power outage,Squirrel,Lurgan,County Armagh,Ireland,http://www.lurganmail.co.uk/news/local-news/squirrel-causes-power-outage-1-6848971,900,120
7/13/2015,"More than 6,600 people without power in Hendersonville",Squirrel,Hendersonville,TN,United States,http://www.tennessean.com/story/news/2015/07/13/more-than-6600-people-without-power--hendersonville/30074145/,6600,45
7/13/2015,"Squirrel cut power to 1,600 in Fitchburg",Squirrel,Fitchburg,MA,United States,http://www.sentinelandenterprise.com/breakingnews/ci_28476261/unitil-squirrel-cut-power-1-600-fitchburg,1600,45
7/12/2015,Outage blacks out 3000 PG&amp;E customers in Napa,Bird,Napa,CA,United States,http://m.napavalleyregister.com/news/local/outage-blacks-out-pg-e-customers-in-napa/article_01200fac-2728-5583-887f-bf3198eb42ae.html,3000,270
7/10/2015,"Whitehorse power outage caused by raven, says Yukon Energy",Bird,Whitehorse,YT,Canada,http://www.cbc.ca/m/news/canada/north/whitehorse-power-outage-caused-by-raven-says-yukon-energy-1.3147077,1000,145
7/9/2015,Squirrel is main suspect after power outage in Athol area,Squirrel,Athol,MA,United States,http://www.telegram.com/article/20150709/NEWS/150709195,7250,160
7/8/2015,Squirrel causes north Bismarck power outage ,Squirrel,North Bismark,MT,United States,http://bismarcktribune.com/news/local/squirrel-causes-north-bismarck-power-outage/article_3e881f74-4b6d-5572-a763-ce66da02d681.html,,165
7/8/2015,UPDATED 12:25 P.M.: Power restored in Findlay,Squirrel,Findlay,OH,United States,http://thecourier.com/breaking-news/2015/07/08/power-outage-reported-in-findlay-some-street-lights-affected/,592,37
7/7/2015,"Bird on a wire sparks fire, power outage",Bird,Wood River,IL,United States,https://thetelegraph.com/archive/60221/news-local-article_5484bd6a-7ccb-56a8-8352-b71a2fbd5124-html,,
7/7/2015,Power in Chicopee expected to be restored by afternoon,Squirrel,Chicopee,MA,United States,http://wwlp.com/2015/07/07/power-outage-in-chicopee/,,90
7/7/2015,"A Raccoon, May He Rest in Peace, Shuts Down Pagosa Lakes",Raccoon,Piedra,CO,United States,http://pagosadailypost.com/2015/07/07/a-raccoon-may-he-rest-in-peace-shuts-down-pagosa-lakes/,4110,515
7/5/2015,Snake causes power outage at substation,Snake,Brookland,AR,United States,http://m.wmctv.com/wmctv/pm_/contentdetail.htm?contentguid=od:1X0fIgSm,1600,79
7/4/2015,West Seattle power outages: 2 small ones right now,Bird,Seattle,WA,United States,http://westseattleblog.com/2015/07/west-seattle-power-outages-2-small-ones-right-now/,,329
7/3/2015,UPDATE: North Kamloops power restored,Bird,Kamloops,BC,Canada,http://infotel.ca/newsitem/thousands-without-power-in-north-kamloops/it20903,3173,105
7/3/2015,UPDATE: Another power outage in Brocklehurst blamed on birds,Bird,Brocklehurst,BC,Canada,http://infotel.ca/newsitem/another-power-outage-in-brocklehurst/it20911,2682,60
7/3/2015,"Power outage caused by squirrel affects around 1,000 homes in Richmond",Squirrel,Richmond,VA,United States,http://m.richmond.com/news/latest-news/article_27a36df8-1ec4-5a2c-92ab-cb798733a246.html?mode=jqm,1000,160
7/2/2015,Snake causes power outage in Cape,Snake,Middle Township,NJ,United States,http://m.pressofatlanticcity.com/news/snake-causes-power-outage-in-cape/article_75a03172-20df-11e5-9b4b-87b6563fe5d3.html?mode=jqm,7800,60
7/2/2015,Power restored to more than 5K in Walker-GR area ,Bird,Walker,MI,United States,http://woodtv.com/2015/07/02/more-than-2k-without-power-in-walker-gr-area/,5300,135
7/2/2015,"Power outages affecting Christiansburg, Roanoke areas",Squirrel,Roanoke,VA,United States,http://www.wdbj7.com/news/local/roanoke/power-outages-affecting-christiansburg-roanoke-areas/33950840,4000,
6/29/2015,A squirrel apparently had shorted out the transformer,Squirrel,Jainsville,WI,United States,http://www.gazettextra.com/article/20150629/ARTICLES/150629737,,15
6/28/2015,College Station power outage blamed on squirrel ,Squirrel,College Station,TX,United States,http://m.theeagle.com/news/local/college-station-power-outage-blamed-on-squirrel/article_4b3b4536-7938-5cd7-91c4-5374449f29ea.html?mode=jqm,8500,62
6/26/2015,Squirrel turns out lights on Northwest Cleveland,Squirrel,Cleveland,OH,United States,"http://clevelandbanner.com/stories/squirrel-turns-out-lightson-northwest-cleveland,12152",,30
6/25/2015,Israeli Power Plant Fights Off Giant Jellyfish Swarm,Jellyfish,Ashkelon,,Israel,http://www.haaretz.com/israel-news/.premium-1.662930,,
6/25/2015,Hungry serpent sparks power outage,Snake,Apex,NC,United States,http://www.eveningtribune.com/article/20150624/OPINION/150629841,,
6/25/2015,The Snake Did It,Snake,Teutopolis,IL,United States,http://www.teutopolispress.com/article/20150624/NEWS/150629807,4500,
6/24/2015,Piura: Incendio de una palmera causa alarma en céntrica urbanización,Squirrel,Campeche,,Peru,https://www.facebook.com/permalink.php?id=422513281231920&story_fbid=480070722142842,,
6/23/2015,"A bird deprives 22,000 people of electricity",Bird,Sherbrooke,QC,Canada,http://www.tvanouvelles.ca/2015/06/23/un-oiseau-prive-22-000-personnes-delectricite,22000,
6/22/2015,Power outage plunges Salem into darkness,Squirrel,Salem,MO,United States,http://www.thesalemnewsonline.com/news/article_59cc60ae-18ee-11e5-bab6-371a96622a87.html,,210
6/22/2015,Berliner Zeitung and more than 500 households without electricity - because of a rat,Rat,Berlin,,Germany,http://www.tagesspiegel.de/medien/stromausfaelle-am-alexanderplatz-berliner-zeitung-und-mehr-als-500-haushalte-ohne-strom-wegen-einer-ratte/11954280.html,540,
6/22/2015,Squirrel causes Meriden power outage,Squirrel,Meriden,CT,United States,http://www.myrecordjournal.com/meriden/meridennews/7424322-129/squirrel-causes-meriden-power-outage.html,57,
6/21/2015,Crews find cause of Midtown outage squirreled away,Squirrel,Anchorage,AK,United States,http://www.ktuu.com/news/news/midtown-power-outage-shuts-down-traffic-lights/33699630,300,225
6/20/2015,"Alabama mayor blames squirrel for power outage, poses with charred corpse",Squirrel,Piedmont,AL,United States,http://www.nydailynews.com/news/national/alabama-mayor-blames-electrocuted-squirrel-power-outage-article-1.2266218,,240
6/20/2015,Squirrels behind power outages,Squirrel,Regina,SK,Canada,http://www.cbc.ca/player/News/Canada/Saskatchewan/ID/2669418810/,,
6/20/2015,Squirrel blamed for power outage in Kingston area,Squirrel,Kingston,NH,United States,http://m.wmur.com/news/squirrel-blamed-for-power-outage-in-kingston-area/33675400,1700,120
6/20/2015,MED Power Outage Saturday Morning,Squirrel,Murfreesboro,TN,United States,http://wgnsradio.com/med-power-outage-saturday-morning-cms-27108,50,
6/19/2015,another squirrel made the supreme sacrifice Friday,Squirrel,Murfreesboro,TN,United States,http://wgnsradio.com/med-power-outage-saturday-morning-cms-27108,50,
6/17/2015,"Pigeon causes an explosion, short circuit on gas leak in Tlaxcala and International",Bird,Ciudad Juarez,Juárez,Mexico,http://laopcion.com.mx/noticia/96986,,
6/17/2015,Raccoon shorts out power supply,Raccoon,Ashland,OR,United States,http://m.dailytidings.com/article/20150615/NEWS/150619847,,175
6/17/2015,An intruding squirrel got into some equipment,Squirrel,Darien,CT,United States,http://www.darientimes.com/51715/transformer-explodes-downed-power-lines-power-outages-in-darien-wednesday-morning/,73,75
6/16/2015,"Clumsy bird in Woonsocket shuts down power to 3,000",Bird,Woonsocket,RI,United States,http://m.valleybreeze.com/2015-06-16/woonsocket-north-smithfield/clumsy-bird-woonsocket-shuts-down-power-3000#.VYDJplL3bCQ,3000,56
6/15/2015,Bird on a wire triggers restaurant power outage,Bird,Middlebury,VT,United States,http://m.addison-eagle.com/news/2015/jun/15/bird-wire-triggers-restaurant-power-outage/,,
6/15/2015,Squirrel blamed for Monday morning power outage,Squirrel,Lubbock,TX,United States,http://m.kcbd.com/kcbd/db_331352/contentdetail.htm?contentguid=5ZRZAl3O,,
6/15/2015,Raccoon blamed for Cape Coral power outage,Raccoon,Cape Coral,FL,United States,http://www.abc-7.com/story/29333506/raccoon-blamed-for-cape-coral-power-outage,8800,30
6/15/2015,"Lightning strikes, squirrel affect electric service",Squirrel,Bellefontaine,OH,United States,http://www.examiner.org/news/50774-lightning-strikes-squirrel-affect-electric-service,62,130
6/14/2015,"After Blackout in California, a Squirrel Seems Too Convenient a Scapegoat",Squirrel,Berkeley,CA,United States,http://www.nytimes.com/2015/06/16/us/after-blackout-in-california-a-squirrel-seems-too-convenient-a-scapegoat.html?_r=0,45000,120
6/12/2015,Bird Causes Power Outage,Bird,Chief Lake,BC,Canada,http://www.ckpg.com/2015/06/11/bird-causes-power-outage/,,120
6/12/2015,"Power back on for the nearly 2,000 Boise customers hit with outage",Squirrel,Boise,ID,United States,http://www.idahostatesman.com/2015/06/12/3848294/about-2000-boise-residents-hit.html,1900,
6/11/2015,UPDATE: Green Ridge Recreation Center reopens after squirrel causes power outage,Squirrel,Roanoke,VA,United States,http://www.wdbj7.com/news/local/roanoke/green-ridge-recreation-center-temporarily-closes-for-power-outage/33522374,,
